rank_date,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation
11-04-2012,83,Trinidad and Tobago,TRI,417.38,423,-1,CONCACAF
11-04-2012,84,Albania,ALB,383.81,432,-4,UEFA
11-04-2012,84,Qatar,QAT,383.73,388,4,AFC
11-04-2012,86,Korea DPR,PRK,377.29,299,25,AFC
11-04-2012,87,Kuwait,KUW,375.61,368,7,AFC
11-04-2012,88,Togo,TOG,374.02,349,9,CAF
11-04-2012,89,Lithuania,LTU,372.99,383,2,UEFA
11-04-2012,89,Saudi Arabia,KSA,373.17,388,-1,AFC
11-04-2012,91,Congo,CGO,366.26,331,10,CAF
11-04-2012,92,Uganda,UGA,361.81,388,-4,CAF
11-04-2012,93,Bahrain,BHR,361.48,373,0,AFC
11-04-2012,93,Oman,OMA,360.97,381,-1,AFC
11-04-2012,95,Georgia,GEO,359.69,462,-21,UEFA
11-04-2012,96,Bulgaria,BUL,354.04,406,-11,UEFA
11-04-2012,97,Vietnam,VIE,346.84,347,1,AFC
11-04-2012,98,FYR Macedonia,MKD,342.22,328,4,UEFA
11-04-2012,99,Guyana,GUY,341.3,341,0,CONCACAF
11-04-2012,100,Northern Ireland,NIR,337.95,400,-13,UEFA
11-04-2012,100,Antigua and Barbuda,ATG,338.3,360,-5,CONCACAF
11-04-2012,102,Malawi,MWI,331.77,354,-6,CAF
11-04-2012,103,Equatorial Guinea,EQG,331,305,5,CAF
11-04-2012,104,Zimbabwe,ZIM,327.87,307,2,CAF
11-04-2012,105,Rwanda,RWA,327.39,316,0,CAF
11-04-2012,106,Mozambique,MOZ,322.13,319,-2,CAF
11-04-2012,107,Botswana,BOT,321.08,338,-7,CAF
11-04-2012,108,Bermuda,BER,318.18,321,-5,CONCACAF
11-04-2012,109,Bolivia,BOL,307.88,307,-3,CONMEBOL
11-04-2012,110,Azerbaijan,AZE,304.84,285,6,UEFA
11-04-2012,111,St Kitts and Nevis,SKN,297.92,301,-2,CONCACAF
11-04-2012,112,Liberia,LBR,293.18,268,13,CAF
11-04-2012,113,Gambia,GAM,292.26,271,10,CAF
11-04-2012,113,Sudan,SDN,292.03,300,-3,CAF
11-04-2012,113,Sudan,SDN,292.03,300,-3,CAF
11-04-2012,115,Chad,CHA,289.16,293,-3,CAF
11-04-2012,116,São Tomé e Príncipe,STP,288.1,288,-1,CAF
11-04-2012,117,Kenya,KEN,285.42,292,-4,CAF
11-04-2012,118,Faroe Islands,FRO,283.89,285,-2,UEFA
11-04-2012,119,Congo DR,COD,282.92,281,1,CAF
11-04-2012,119,Luxembourg,LUX,283.42,264,8,UEFA
11-04-2012,121,Namibia,NAM,280.75,250,11,CAF
11-04-2012,121,United Arab Emirates,UAE,280.88,275,1,AFC
11-04-2012,123,Niger,NIG,274.1,289,-9,CAF
11-04-2012,124,Central African Republic,CTA,270.61,251,7,CAF
11-04-2012,125,Benin,BEN,268.59,264,2,CAF
11-04-2012,126,Syria,SYR,267.87,267,0,AFC
11-04-2012,127,Burundi,BDI,266.91,250,5,CAF
11-04-2012,128,Lebanon,LIB,265.74,270,-4,AFC
11-04-2012,129,Liechtenstein,LIE,260.98,236,8,UEFA
11-04-2012,130,New Zealand,NZL,255.83,284,-11,OFC
11-04-2012,131,Iceland,ISL,254.57,277,-10,UEFA
11-04-2012,131,Tajikistan,TJK,254.83,210,14,AFC
11-04-2012,133,Suriname,SUR,252.12,254,-3,CONCACAF
11-04-2012,133,Cyprus,CYP,251.97,262,-4,UEFA
11-04-2012,135,Dominican Republic,DOM,246.62,247,0,CONCACAF
11-04-2012,136,Cuba,CUB,243.6,285,-20,CONCACAF
11-04-2012,137,Kazakhstan,KAZ,242.66,224,5,UEFA
11-04-2012,138,Puerto Rico,PUR,236.06,249,-4,CONCACAF
11-04-2012,138,Ethiopia,ETH,236.37,231,2,CAF
11-04-2012,140,Belize,BLZ,235,238,-4,CONCACAF
11-04-2012,141,Thailand,THA,231.82,235,-2,AFC
11-04-2012,142,Moldova,MDA,222.45,216,1,UEFA
11-04-2012,142,Turkmenistan,TKM,221.88,114,24,AFC
11-04-2012,144,Grenada,GRN,216.76,236,-7,CONCACAF
11-04-2012,145,Tanzania,TAN,214.9,228,-4,CAF
11-04-2012,146,Nicaragua,NCA,210.67,211,-2,CONCACAF
11-04-2012,147,St Vincent and the Grenadines,VIN,191.27,188,-1,CONCACAF
11-04-2012,148,Philippines,PHI,181.83,136,8,AFC
11-04-2012,149,Nepal,NEP,163.78,144,4,AFC
11-04-2012,150,Malta,MLT,160.59,152,-2,UEFA
11-04-2012,151,Indonesia,IDN,159.54,160,-4,AFC
11-04-2012,152,Bangladesh,BAN,153.63,120,12,AFC
11-04-2012,153,Palestine,PLE,151.1,131,7,AFC
11-04-2012,154,New Caledonia,NCL,149.73,126,8,OFC
11-04-2012,155,Samoa,SAM,148.75,149,-5,OFC
11-04-2012,156,Yemen,YEM,147.63,152,-8,AFC
11-04-2012,156,Malaysia,MAS,148.07,148,-4,AFC
11-04-2012,158,Singapore,SIN,144.93,149,-8,AFC
11-04-2012,159,Curaçao,CUW,138.02,142,-5,CONCACAF
11-04-2012,160,Fiji,FIJ,133.45,133,-3,OFC
11-04-2012,161,Hong Kong,HKG,131.77,132,-3,AFC
11-04-2012,161,Bahamas,BAH,132,141,-6,CONCACAF
11-04-2012,163,Lesotho,LES,130.79,131,-3,CAF
11-04-2012,164,Maldives,MDV,129.78,95,10,AFC
11-04-2012,165,India,IND,122.06,132,-7,AFC
11-04-2012,166,Madagascar,MAD,120.84,123,-3,CAF
11-04-2012,167,Aruba,ARU,119.8,120,-3,CONCACAF
11-04-2012,168,Afghanistan,AFG,118.39,85,10,AFC
11-04-2012,169,Chinese Taipei,TPE,117.04,110,-1,AFC
11-04-2012,170,Guinea-Bissau,GNB,115.9,110,-2,CAF
11-04-2012,171,Barbados,BRB,106.47,107,-1,CONCACAF
11-04-2012,172,Vanuatu,VAN,102.76,103,0,OFC
11-04-2012,173,Cambodia,CAM,101.38,114,-7,AFC
11-04-2012,173,Myanmar,MYA,100.85,86,4,AFC
11-04-2012,175,Laos,LAO,96.18,96,-2,AFC
11-04-2012,176,Dominica,DMA,95.43,95,-2,CONCACAF
11-04-2012,177,Mongolia,MNG,90.15,106,-6,AFC
11-04-2012,178,Tonga,TGA,87.55,88,-2,OFC
11-04-2012,179,Swaziland,SWZ,86.12,83,0,CAF
11-04-2012,179,Tahiti,TAH,86.19,73,4,OFC
11-04-2012,181,Sri Lanka,SRI,81.88,62,5,AFC
11-04-2012,182,Pakistan,PAK,79.82,76,-1,AFC
11-04-2012,183,US Virgin Islands,VIR,78.22,82,-3,CONCACAF
11-04-2012,184,Solomon Islands,SOL,74.62,75,-2,OFC
11-04-2012,185,Cayman Islands,CAY,72.41,72,-1,CONCACAF
11-04-2012,186,American Samoa,ASA,60.71,61,1,OFC
11-04-2012,187,Comoros,COM,60.39,55,1,CAF
11-04-2012,188,St Lucia,LCA,52.44,65,-3,CONCACAF
11-04-2012,189,Seychelles,SEY,47.16,47,0,CAF
11-04-2012,190,Eritrea,ERI,45.49,45,0,CAF
11-04-2012,191,Somalia,SOM,43.35,43,0,CAF
11-04-2012,192,Mauritius,MRI,36.79,32,3,CAF
11-04-2012,193,Papua New Guinea,PNG,34,34,1,OFC
11-04-2012,194,Guam,GUM,32.45,36,-1,AFC
11-04-2012,195,Kyrgyz Republic,KGZ,28.76,39,-3,AFC
11-04-2012,196,Cook Islands,COK,27.91,28,0,OFC
11-04-2012,197,Djibouti,DJI,23.15,23,0,CAF
11-04-2012,198,Macau,MAC,18.57,20,1,AFC
11-04-2012,199,British Virgin Islands,VGB,13.2,23,-2,CONCACAF
11-04-2012,200,Anguilla,AIA,8.8,9,0,CONCACAF
11-04-2012,201,Bhutan,BHU,6.07,6,0,AFC
11-04-2012,202,Mauritania,MTN,4.3,4,1,CAF
11-04-2012,202,Brunei Darussalam,BRU,4.25,6,-1,AFC
11-04-2012,204,Timor-Leste,TLS,1.7,2,0,AFC
11-04-2012,205,Andorra,AND,0,0,0,UEFA
11-04-2012,205,Montserrat,MSR,0,0,0,CONCACAF
11-04-2012,205,San Marino,SMR,0,0,0,UEFA
11-04-2012,205,Turks and Caicos Islands,TCA,0,0,0,CONCACAF
09-05-2012,1,Spain,ESP,1442.34,1442,0,UEFA
09-05-2012,2,Germany,GER,1344.62,1345,0,UEFA
09-05-2012,3,Uruguay,URU,1308.8,1309,0,CONMEBOL
09-05-2012,4,Netherlands,NED,1206.89,1207,0,UEFA
09-05-2012,5,Portugal,POR,1189.89,1190,0,UEFA
09-05-2012,6,Brazil,BRA,1165.19,1165,0,CONMEBOL
09-05-2012,7,England,ENG,1131.9,1132,0,UEFA
09-05-2012,8,Croatia,CRO,1114.34,1114,0,UEFA
09-05-2012,9,Argentina,ARG,1075.86,1066,1,CONMEBOL
09-05-2012,10,Denmark,DEN,1068.61,1069,-1,UEFA
09-05-2012,11,Russia,RUS,1048.82,1049,0,UEFA
09-05-2012,12,Italy,ITA,1040.7,1041,0,UEFA
09-05-2012,13,Chile,CHI,968.16,967,0,CONMEBOL
09-05-2012,14,Greece,GRE,961.27,961,0,UEFA
09-05-2012,15,Ivory Coast,CIV,950.97,951,0,CAF
09-05-2012,16,France,FRA,938.33,938,0,UEFA
09-05-2012,17,Sweden,SWE,931.43,931,0,UEFA
09-05-2012,18,Republic of Ireland,IRL,890.78,891,0,UEFA
09-05-2012,18,Switzerland,SUI,890.87,891,0,UEFA
09-05-2012,20,Mexico,MEX,867.43,868,0,CONCACAF
09-05-2012,21,Australia,AUS,862.39,862,0,AFC
09-05-2012,22,Ghana,GHA,815.92,816,0,CAF
09-05-2012,23,Colombia,COL,812.12,815,0,CONMEBOL
09-05-2012,24,Norway,NOR,805.41,805,0,UEFA
09-05-2012,25,Paraguay,PAR,800.94,803,0,CONMEBOL
09-05-2012,26,Czech Republic,CZE,798.44,798,0,UEFA
09-05-2012,27,Bosnia and Herzegovina,BIH,792.49,792,0,UEFA
09-05-2012,28,Slovenia,SVN,780.85,781,0,UEFA
09-05-2012,29,USA,USA,778.69,779,0,CONCACAF
09-05-2012,30,Japan,JPN,753.37,753,0,AFC
09-05-2012,31,Korea Republic,KOR,745.87,746,0,AFC
09-05-2012,32,Serbia,SRB,725.17,725,0,UEFA
09-05-2012,33,Turkey,TUR,720.44,720,0,UEFA
09-05-2012,34,Slovakia,SVK,716.13,716,1,UEFA
09-05-2012,35,Hungary,HUN,691.92,692,1,UEFA
09-05-2012,36,Peru,PER,691.03,719,-2,CONMEBOL
09-05-2012,37,Ecuador,ECU,679.14,673,0,CONMEBOL
09-05-2012,38,Algeria,ALG,666.59,667,0,CAF
09-05-2012,39,Mali,MLI,656.04,656,0,CAF
09-05-2012,40,Zambia,ZAM,639.63,640,0,CAF
09-05-2012,41,Wales,WAL,635.49,635,0,UEFA
09-05-2012,42,Gabon,GAB,620.8,621,0,CAF
09-05-2012,43,Venezuela,VEN,612.85,617,0,CONMEBOL
09-05-2012,44,Belgium,BEL,603.79,604,0,UEFA
09-05-2012,45,Romania,ROU,603.34,603,0,UEFA
09-05-2012,46,Libya,LBY,602.24,602,0,CAF
09-05-2012,47,Armenia,ARM,597.51,598,0,UEFA
09-05-2012,48,Scotland,SCO,595.92,596,0,UEFA
09-05-2012,49,El Salvador,SLV,590.52,589,0,CONCACAF
09-05-2012,50,Ukraine,UKR,589.1,589,-1,UEFA
09-05-2012,51,Jamaica,JAM,576.12,565,5,CONCACAF
09-05-2012,52,IR Iran,IRN,574.6,578,-1,AFC
09-05-2012,52,Panama,PAN,575.09,575,0,CONCACAF
09-05-2012,54,Estonia,EST,573.64,574,-1,UEFA
09-05-2012,55,Montenegro,MNE,568.92,569,-1,UEFA
09-05-2012,56,Tunisia,TUN,562.87,563,1,CAF
09-05-2012,57,Egypt,EGY,559.14,566,-2,CAF
09-05-2012,58,Israel,ISR,557.91,558,0,UEFA
09-05-2012,59,Costa Rica,CRC,549.41,557,0,CONCACAF
09-05-2012,60,Morocco,MAR,547.52,548,2,CAF
09-05-2012,61,Sierra Leone,SLE,541.51,533,2,CAF
09-05-2012,62,Honduras,HON,540.14,550,-1,CONCACAF
09-05-2012,63,Nigeria,NGA,536.77,554,-3,CAF
09-05-2012,64,Cameroon,CMR,526.1,526,0,CAF
09-05-2012,65,Poland,POL,513.52,514,0,UEFA
09-05-2012,66,China PR,CHN,507.53,503,0,AFC
09-05-2012,67,South Africa,RSA,500.36,482,4,CAF
09-05-2012,68,Guinea,GUI,498.72,499,-1,CAF
09-05-2012,69,Belarus,BLR,494.41,494,-1,UEFA
09-05-2012,70,Uzbekistan,UZB,493.2,493,-1,AFC
09-05-2012,71,Haiti,HAI,486.27,477,1,CONCACAF
09-05-2012,72,Iraq,IRQ,476.19,488,-2,AFC
09-05-2012,73,Austria,AUT,474.6,475,0,UEFA
09-05-2012,74,Latvia,LVA,465.39,465,0,UEFA
09-05-2012,75,Canada,CAN,449.97,450,0,CONCACAF
09-05-2012,76,Cape Verde Islands,CPV,449.04,449,0,CAF
09-05-2012,77,Senegal,SEN,448.17,448,0,CAF
09-05-2012,78,Angola,ANG,439.66,440,0,CAF
09-05-2012,79,Finland,FIN,429.54,430,0,UEFA
09-05-2012,80,Burkina Faso,BFA,425.99,426,0,CAF
09-05-2012,81,Jordan,JOR,420.47,420,0,AFC
09-05-2012,82,Trinidad and Tobago,TRI,419.2,417,1,CONCACAF
09-05-2012,83,Guatemala,GUA,396.19,419,-1,CONCACAF
09-05-2012,84,Albania,ALB,383.81,384,0,UEFA
09-05-2012,84,Qatar,QAT,383.73,384,0,AFC
09-05-2012,86,Korea DPR,PRK,376.49,377,0,AFC
09-05-2012,86,Kuwait,KUW,375.61,376,1,AFC
09-05-2012,88,Togo,TOG,374.02,374,0,CAF
09-05-2012,89,Lithuania,LTU,372.99,373,0,UEFA
09-05-2012,89,Saudi Arabia,KSA,373.17,373,0,AFC
09-05-2012,91,Congo,CGO,366.26,366,0,CAF
09-05-2012,92,Oman,OMA,363.46,361,1,AFC
09-05-2012,93,Uganda,UGA,361.81,362,-1,CAF
09-05-2012,94,Bahrain,BHR,361.48,361,-1,AFC
09-05-2012,95,Georgia,GEO,359.69,360,0,UEFA
09-05-2012,96,Bulgaria,BUL,354.04,354,0,UEFA
09-05-2012,97,Vietnam,VIE,346.84,347,0,AFC
09-05-2012,98,FYR Macedonia,MKD,342.22,342,0,UEFA
09-05-2012,99,Guyana,GUY,341.3,341,0,CONCACAF
09-05-2012,100,Antigua and Barbuda,ATG,338.3,338,0,CONCACAF
09-05-2012,100,Northern Ireland,NIR,337.95,338,0,UEFA
09-05-2012,102,Malawi,MWI,331.77,332,0,CAF
09-05-2012,103,Equatorial Guinea,EQG,329.86,331,0,CAF
09-05-2012,104,Zimbabwe,ZIM,327.87,328,0,CAF
09-05-2012,105,Rwanda,RWA,327.39,327,0,CAF
09-05-2012,106,Botswana,BOT,321.08,321,1,CAF
09-05-2012,107,Bermuda,BER,318.18,318,1,CONCACAF
09-05-2012,108,Bolivia,BOL,307.88,308,1,CONMEBOL
09-05-2012,109,Azerbaijan,AZE,304.84,305,1,UEFA
09-05-2012,110,Mozambique,MOZ,300.09,322,-4,CAF
09-05-2012,111,St Kitts and Nevis,SKN,297.92,298,0,CONCACAF
09-05-2012,112,Liberia,LBR,295.82,293,0,CAF
09-05-2012,113,Gambia,GAM,292.26,292,0,CAF
09-05-2012,113,Sudan,SDN,292.03,292,0,CAF
09-05-2012,113,Sudan,SDN,292.03,292,0,CAF
09-05-2012,115,Chad,CHA,289.16,289,0,CAF
09-05-2012,116,São Tomé e Príncipe,STP,288.1,288,0,CAF
09-05-2012,117,Kenya,KEN,285.42,285,0,CAF
09-05-2012,118,Faroe Islands,FRO,283.89,284,0,UEFA
09-05-2012,119,Luxembourg,LUX,283.42,283,0,UEFA
09-05-2012,120,Namibia,NAM,280.75,281,1,CAF
09-05-2012,120,United Arab Emirates,UAE,280.88,281,1,AFC
09-05-2012,122,Niger,NIG,274.1,274,1,CAF
09-05-2012,123,Central African Republic,CTA,270.61,271,1,CAF
09-05-2012,124,Benin,BEN,268.59,269,1,CAF
09-05-2012,124,Congo DR,COD,269.33,283,-5,CAF
09-05-2012,126,Syria,SYR,267.87,268,0,AFC
09-05-2012,127,Burundi,BDI,266.91,267,0,CAF
09-05-2012,128,Liechtenstein,LIE,260.98,261,1,UEFA
09-05-2012,129,Lebanon,LIB,260.47,266,-1,AFC
09-05-2012,130,New Zealand,NZL,255.83,256,0,OFC
09-05-2012,131,Iceland,ISL,254.57,255,0,UEFA
09-05-2012,131,Tajikistan,TJK,254.83,255,0,AFC
09-05-2012,133,Cyprus,CYP,251.97,252,0,UEFA
09-05-2012,133,Suriname,SUR,252.12,252,0,CONCACAF
09-05-2012,135,Dominican Republic,DOM,246.62,247,0,CONCACAF
09-05-2012,136,Cuba,CUB,243.6,244,0,CONCACAF
09-05-2012,137,Kazakhstan,KAZ,242.66,243,0,UEFA
09-05-2012,138,Ethiopia,ETH,236.37,236,0,CAF
09-05-2012,138,Puerto Rico,PUR,236.06,236,0,CONCACAF
09-05-2012,140,Belize,BLZ,235,235,0,CONCACAF
09-05-2012,141,Thailand,THA,231.82,232,0,AFC
09-05-2012,142,Moldova,MDA,222.45,222,0,UEFA
09-05-2012,143,Grenada,GRN,220.76,217,1,CONCACAF
09-05-2012,144,Turkmenistan,TKM,219.82,222,-2,AFC
09-05-2012,145,Tanzania,TAN,217.22,215,0,CAF
09-05-2012,146,Nicaragua,NCA,210.67,211,0,CONCACAF
09-05-2012,147,St Vincent and the Grenadines,VIN,191.27,191,0,CONCACAF
09-05-2012,148,Philippines,PHI,171.63,182,0,AFC
09-05-2012,149,Nepal,NEP,163.78,164,0,AFC
09-05-2012,150,Malta,MLT,160.59,161,0,UEFA
09-05-2012,151,Indonesia,IDN,158.96,160,0,AFC
09-05-2012,152,Bangladesh,BAN,155.69,154,0,AFC
09-05-2012,153,Malaysia,MAS,153.14,148,3,AFC
09-05-2012,154,Palestine,PLE,151.1,151,-1,AFC
09-05-2012,155,New Caledonia,NCL,149.73,150,-1,OFC
09-05-2012,156,Samoa,SAM,148.75,149,-1,OFC
09-05-2012,157,Yemen,YEM,148.38,148,-1,AFC
09-05-2012,158,Singapore,SIN,144.93,145,0,AFC
09-05-2012,159,Curaçao,CUW,138.02,138,0,CONCACAF
09-05-2012,160,Fiji,FIJ,133.45,133,0,OFC
09-05-2012,161,Bahamas,BAH,132,132,0,CONCACAF
09-05-2012,161,Hong Kong,HKG,131.77,132,0,AFC
09-05-2012,163,Lesotho,LES,130.79,131,0,CAF
09-05-2012,164,Maldives,MDV,122.16,130,0,AFC
09-05-2012,164,India,IND,122.06,122,1,AFC
09-05-2012,166,Madagascar,MAD,120.84,121,0,CAF
09-05-2012,167,Aruba,ARU,119.8,120,0,CONCACAF
09-05-2012,168,Chinese Taipei,TPE,117.04,117,1,AFC
09-05-2012,169,Guinea-Bissau,GNB,115.9,116,1,CAF
09-05-2012,170,Afghanistan,AFG,114.81,118,-2,AFC
09-05-2012,171,Barbados,BRB,106.47,106,0,CONCACAF
09-05-2012,172,Vanuatu,VAN,102.76,103,0,OFC
09-05-2012,173,Laos,LAO,96.18,96,2,AFC
09-05-2012,174,Dominica,DMA,95.43,95,2,CONCACAF
09-05-2012,175,Cambodia,CAM,93.89,101,-2,AFC
09-05-2012,175,Myanmar,MYA,93.85,101,-2,AFC
09-05-2012,177,Tonga,TGA,87.55,88,1,OFC
09-05-2012,177,Mongolia,MNG,87.6,90,0,AFC
09-05-2012,179,Swaziland,SWZ,86.12,86,0,CAF
09-05-2012,179,Tahiti,TAH,86.19,86,0,OFC
09-05-2012,181,Pakistan,PAK,79.82,80,1,AFC
09-05-2012,182,US Virgin Islands,VIR,78.22,78,1,CONCACAF
09-05-2012,183,Solomon Islands,SOL,74.62,75,1,OFC
09-05-2012,184,Sri Lanka,SRI,74,82,-3,AFC
09-05-2012,185,Cayman Islands,CAY,72.41,72,0,CONCACAF
09-05-2012,186,American Samoa,ASA,60.71,61,0,OFC
09-05-2012,187,Comoros,COM,60.39,60,0,CAF
09-05-2012,188,St Lucia,LCA,52.44,52,0,CONCACAF
09-05-2012,189,Seychelles,SEY,47.16,47,0,CAF
09-05-2012,190,Eritrea,ERI,45.49,45,0,CAF
09-05-2012,191,Somalia,SOM,43.35,43,0,CAF
09-05-2012,192,Mauritius,MRI,36.79,37,0,CAF
09-05-2012,193,Papua New Guinea,PNG,34,34,0,OFC
09-05-2012,194,Guam,GUM,32.45,32,0,AFC
09-05-2012,195,Kyrgyz Republic,KGZ,28.76,29,0,AFC
09-05-2012,196,Cook Islands,COK,27.91,28,0,OFC
09-05-2012,197,Djibouti,DJI,23.15,23,0,CAF
09-05-2012,198,Macau,MAC,16.3,19,0,AFC
09-05-2012,199,British Virgin Islands,VGB,13.2,13,0,CONCACAF
09-05-2012,200,Anguilla,AIA,8.8,9,0,CONCACAF
09-05-2012,201,Bhutan,BHU,4.25,6,0,AFC
09-05-2012,201,Brunei Darussalam,BRU,4.25,4,1,AFC
09-05-2012,201,Mauritania,MTN,4.3,4,1,CAF
09-05-2012,204,Timor-Leste,TLS,1.7,2,0,AFC
09-05-2012,205,Andorra,AND,0,0,0,UEFA
09-05-2012,205,Montserrat,MSR,0,0,0,CONCACAF
09-05-2012,205,San Marino,SMR,0,0,0,UEFA
09-05-2012,205,Turks and Caicos Islands,TCA,0,0,0,CONCACAF
06-06-2012,1,Spain,ESP,1456.1,1442,0,UEFA
06-06-2012,2,Uruguay,URU,1292.35,1309,1,CONMEBOL
06-06-2012,3,Germany,GER,1288.3,1345,-1,UEFA
06-06-2012,4,Netherlands,NED,1234.05,1207,0,UEFA
06-06-2012,5,Brazil,BRA,1154.52,1165,1,CONMEBOL
06-06-2012,6,England,ENG,1144.64,1132,1,UEFA
06-06-2012,7,Argentina,ARG,1137.07,1076,2,CONMEBOL
06-06-2012,8,Croatia,CRO,1052.62,1114,0,UEFA
06-06-2012,9,Denmark,DEN,1019.45,1069,1,UEFA
06-06-2012,10,Portugal,POR,995.51,1190,-5,UEFA
06-06-2012,11,Chile,CHI,994.4,968,2,CONMEBOL
06-06-2012,12,Italy,ITA,976.81,1041,0,UEFA
06-06-2012,13,Russia,RUS,975.37,1049,-2,UEFA
06-06-2012,14,France,FRA,963.75,938,2,UEFA
06-06-2012,15,Greece,GRE,952.6,961,-1,UEFA
06-06-2012,16,Ivory Coast,CIV,942.91,951,-1,CAF
06-06-2012,17,Sweden,SWE,909.92,931,0,UEFA
06-06-2012,18,Republic of Ireland,IRL,907.42,891,0,UEFA
06-06-2012,19,Mexico,MEX,889.43,867,1,CONCACAF
06-06-2012,20,Colombia,COL,880.02,812,3,CONMEBOL
06-06-2012,21,Switzerland,SUI,867.62,891,-3,UEFA
06-06-2012,22,Paraguay,PAR,833.02,801,3,CONMEBOL
06-06-2012,23,Japan,JPN,821.92,753,7,AFC
06-06-2012,24,Australia,AUS,819.63,862,-3,AFC
06-06-2012,25,Ghana,GHA,818.19,816,-3,CAF
06-06-2012,26,Norway,NOR,787.13,805,-2,UEFA
06-06-2012,27,Czech Republic,CZE,770.8,798,-1,UEFA
06-06-2012,28,USA,USA,767.03,779,1,CONCACAF
06-06-2012,29,Bosnia and Herzegovina,BIH,756.13,792,-2,UEFA
06-06-2012,30,Slovenia,SVN,742.31,781,-2,UEFA
06-06-2012,31,Hungary,HUN,735.23,692,4,UEFA
06-06-2012,32,Algeria,ALG,734,667,6,CAF
06-06-2012,33,Turkey,TUR,731.84,720,0,UEFA
06-06-2012,34,Serbia,SRB,724.91,725,-2,UEFA
06-06-2012,35,Korea Republic,KOR,718.81,746,-4,AFC
06-06-2012,36,Ecuador,ECU,692.88,679,1,CONMEBOL
06-06-2012,37,Peru,PER,688.1,691,-1,CONMEBOL
06-06-2012,38,Wales,WAL,658.3,635,3,UEFA
06-06-2012,39,Slovakia,SVK,648.86,716,-5,UEFA
06-06-2012,40,Venezuela,VEN,613.55,613,3,CONMEBOL
06-06-2012,41,Scotland,SCO,611.44,596,7,UEFA
06-06-2012,42,Libya,LBY,608.44,602,4,CAF
06-06-2012,43,Mali,MLI,601.24,656,-4,CAF
06-06-2012,43,Zambia,ZAM,601.17,640,-3,CAF
06-06-2012,45,IR Iran,IRN,596.08,575,7,AFC
06-06-2012,46,Tunisia,TUN,591.04,563,10,CAF
06-06-2012,46,Panama,PAN,591.13,575,6,CONCACAF
06-06-2012,48,Egypt,EGY,587.86,559,9,CAF
06-06-2012,49,Gabon,GAB,586.31,621,-7,CAF
06-06-2012,50,Montenegro,MNE,581.46,569,5,UEFA
06-06-2012,51,Armenia,ARM,578.82,598,-4,UEFA
06-06-2012,52,Romania,ROU,571.74,603,-7,UEFA
06-06-2012,52,Ukraine,UKR,572.43,589,-2,UEFA
06-06-2012,54,Belgium,BEL,563.61,604,-10,UEFA
06-06-2012,55,El Salvador,SLV,550.05,591,-6,CONCACAF
06-06-2012,55,Honduras,HON,549.97,540,7,CONCACAF
06-06-2012,57,Estonia,EST,527.74,574,-3,UEFA
06-06-2012,58,Austria,AUT,523.93,475,15,UEFA
06-06-2012,59,Sierra Leone,SLE,523.42,542,2,CAF
06-06-2012,60,Nigeria,NGA,519.62,537,3,CAF
06-06-2012,60,Jamaica,JAM,519.58,576,-9,CONCACAF
06-06-2012,62,Poland,POL,518.24,514,3,UEFA
06-06-2012,63,Senegal,SEN,517.18,448,14,CAF
06-06-2012,64,Cameroon,CMR,515.09,526,0,CAF
06-06-2012,65,Costa Rica,CRC,507.25,549,-6,CONCACAF
06-06-2012,66,Uzbekistan,UZB,503.21,493,4,AFC
06-06-2012,67,Guinea,GUI,501.75,499,1,CAF
06-06-2012,68,South Africa,RSA,498.86,500,-1,CAF
06-06-2012,69,Belarus,BLR,497.24,494,0,UEFA
06-06-2012,70,Morocco,MAR,491.08,548,-10,CAF
06-06-2012,71,Haiti,HAI,489.57,486,0,CONCACAF
06-06-2012,72,Benin,BEN,489.45,269,52,CAF
06-06-2012,73,China PR,CHN,480.51,508,-7,AFC
06-06-2012,74,Iraq,IRQ,477.42,476,-2,AFC
06-06-2012,75,Finland,FIN,464.07,430,4,UEFA
06-06-2012,76,Latvia,LVA,459.43,465,-2,UEFA
06-06-2012,77,Canada,CAN,457.49,450,-2,CONCACAF
06-06-2012,77,Cape Verde Islands,CPV,456.88,449,-1,CAF
06-06-2012,79,Albania,ALB,450.74,384,5,UEFA
06-06-2012,80,Jordan,JOR,428.76,420,1,AFC
06-06-2012,81,Israel,ISR,426.67,558,-23,UEFA
06-06-2012,82,Trinidad and Tobago,TRI,424.96,419,0,CONCACAF
06-06-2012,83,Congo,CGO,422.01,366,8,CAF
06-06-2012,84,Angola,ANG,415.75,440,-6,CAF
06-06-2012,85,Guatemala,GUA,412.36,396,-2,CONCACAF
06-06-2012,86,Burkina Faso,BFA,406.58,426,-6,CAF
06-06-2012,87,Kuwait,KUW,383.41,376,-1,AFC
06-06-2012,88,Lithuania,LTU,380.15,373,1,UEFA
06-06-2012,89,Korea DPR,PRK,374.74,376,-3,AFC
06-06-2012,90,Bulgaria,BUL,372.72,354,6,UEFA
06-06-2012,91,Qatar,QAT,371.73,384,-7,AFC
06-06-2012,92,Saudi Arabia,KSA,368.98,373,-3,AFC
06-06-2012,93,Central African Republic,CTA,366.15,271,30,CAF
06-06-2012,94,Uganda,UGA,362.69,362,-1,CAF
06-06-2012,95,Bahrain,BHR,358.7,361,-1,AFC
06-06-2012,95,Georgia,GEO,358.65,360,0,UEFA
06-06-2012,97,Oman,OMA,349.23,363,-5,AFC
06-06-2012,98,Togo,TOG,343.16,374,-10,CAF
